Iteracje, Blad, Czy Afiniczna, Pary, Czas
337,20, false,34,4.18500681
Iteracje, Blad, Czy Afiniczna, Pary, Czas
443,20, false,34,4.43870692
Iteracje, Blad, Czy Afiniczna, Pary, Czas
592,20, false,34,4.85366135
Iteracje, Blad, Czy Afiniczna, Pary, Czas
847,20, false,35,4.22877689
,,,,
,,,,
,,34.25,4.426537993,
